file	treetype	treename	ntaxa	n00	n01	n10	n11	groom	minclimdat	perc	trait	ratemat	loglik	AICc	trans_00.01	trans_00.10	trans_00.11	trans_01.00	trans_01.10	trans_01.11	trans_10.00	trans_10.01	trans_10.11	trans_11.00	trans_11.01	trans_11.10	traitfirst	simult	climfirst	climratesum	traitratesum	clim_vs_trait_labil	persistence00	persistence01	persistence10	persistence11	diagnosis	analysis	dAIC
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_3_perc0025_phenol.Rdata	tree	tree	2561	1470	176	442	473	all	3	perc0025	phenol	ratematall	-2172.422	4368.966	0.01056423	0.009468694	0.0007481198	0.07221607	0.006476529	0.01270295	0.04468019	0	0.01041191	0.002573634	0.002514932	0.01793856	35.40305	18.03826	46.55869	0.07268852	0.1144525	0.6350975	48.12079	10.94145	18.15142	43.42704	ok	phenol all 3 perc0025	37.4459999999999
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_3_perc0100_phenol.Rdata	tree	tree	2561	1582	204	330	445	all	3	perc0100	phenol	ratematall	-2047.699	4119.52	0.01143099	0.00761545	0.0008619523	0.08373354	0.00160482	0.009166648	0.04042283	8.538078e-05	0.01163301	0.005572158	0.005816741	0.01207676	29.88412	23.20591	46.90997	0.06945578	0.1253084	0.5542786	50.23007	10.58145	19.17868	42.61546	ok	phenol all 3 perc0100	42.1499999999996
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_all_3_perc0900_phenol.Rdata	tree	tree	2561	1874	486	38	163	all	3	perc0900	phenol	NULL	-1597.51	3211.077	0.01026781	0.0009725858	NA	0.04651903	NA	0.03036203	0.06422632	NA	0.007455172	NA	0.0931185	0.002509389	97.56618	0	2.433821	0.1886794	0.0667514	2.826599	88.96483	13.0071	13.9506	10.4572	ok	phenol all 3 perc0900	3.44999999999982
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_all_3_perc0975_phenol.Rdata	tree	tree	2561	1894	551	18	98	all	3	perc0975	phenol	NULL	-1444.907	2905.871	0.009485234	0.007869125	NA	0.03874661	NA	0.01889956	0.7358973	NA	0.02152804	NA	0.1192469	0	93.29037	0	6.709631	0.8819129	0.06975988	12.64212	57.62241	17.34721	1.320262	8.385964	ok	phenol all 3 perc0975	0.679999999999836
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_3_percmax_phenol.Rdata	tree	tree	2561	1906	608	6	41	all	3	percmax	phenol	ratematall	-1277.969	2580.06	0	0.01760631	0.0002657483	0.0002052718	0.06417917	0.02164209	12.91277	13.25367	0	0	0.3013554	0	93.13661	6.863389	0	13.25364	0.0004710201	28138.15	55.95327	11.62432	0.03821689	3.318341	ok	phenol all 3 percmax	0.476999999999862
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_3_percmed_phenol.Rdata	tree	tree	2561	1771	305	141	344	all	3	percmed	phenol	ratematall	-1853.979	3732.081	0.01323419	0.00288638	0.0002812887	0.09464194	0.005745768	0.02582488	0.03842807	0.00394062	0.01061515	0.001216031	0.02981471	0.002090225	73.75287	7.51341	18.73372	0.09845136	0.1220788	0.8064573	60.9687	7.92314	18.87368	30.19236	ok	phenol all 3 percmed	20.0589999999997
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_all_3_percmin_phenol.Rdata	tree	tree	2561	1180	144	732	505	all	3	percmin	phenol	ratematall	-2542.665	5109.453	0.008757344	0.04576074	0.000209707	0.06322226	0.02037986	0.03010259	0.0751253	0.005710019	0.008423288	0.001229996	0.001704246	0.02059266	39.82668	2.668913	57.50441	0.1541326	0.1024353	1.504683	18.27225	8.79471	11.2034	42.50453	ok	phenol all 3 percmin	24.1289999999999
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_10_perc0025_phenol.Rdata	tree	tree	2430	1380	168	426	456	groomed	10	perc0025	phenol	ratematall	-2081.848	4187.824	0.01135338	0.008761732	0.0002130105	0.07840704	0.005537382	0.01787733	0.03686176	0.0001868889	0.01089168	0.002577284	0.003362865	0.0172962	46.03431	4.903414	49.06228	0.06965399	0.1207386	0.5768991	49.19293	9.821084	20.85926	43.03602	ok	phenol groomed 10 perc0025	30.7330000000002
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_10_perc0100_phenol.Rdata	tree	tree	2430	1499	186	307	438	groomed	10	perc0100	phenol	ratematall	-1955.67	3935.47	0.0123561	0.008040199	0.0003066708	0.09441127	0	0.0151813	0.04249801	0.0009081738	0.01219432	0.00522725	0.00539987	0.01248297	45.52314	8.07056	46.4063	0.0766533	0.1369786	0.5596006	48.30224	9.124706	17.98545	43.27113	ok	phenol groomed 10 perc0100	31.248
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_10_perc0900_phenol.Rdata	tree	tree	2430	1763	467	43	157	groomed	10	perc0900	phenol	ratematall	-1550.793	3125.716	0.009870682	0.0006842043	0.0001125154	0.04361816	0.001708319	0.03333173	0.05871857	0.005047372	0.004278298	0	0.1034011	0.002068339	96.13928	2.568764	1.291957	0.1962481	0.05994799	3.27364	93.74354	12.71323	14.69632	9.481418	ok	phenol groomed 10 perc0900	5.55400000000009
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_10_perc0975_phenol.Rdata	tree	tree	2430	1788	540	18	84	groomed	10	perc0975	phenol	NULL	-1362.38	2740.82	0.009610376	0.006324964	NA	0.03758219	NA	0.01589652	0.5637302	NA	0	NA	0.1103724	0	100	0	0	0.6963241	0.04719256	14.75495	62.75361	18.69903	1.773898	9.060234	ok	phenol groomed 10 perc0975	5.05299999999988
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_10_percmax_phenol.Rdata	tree	tree	2430	1801	591	5	33	groomed	10	percmax	phenol	NULL	-1198.734	2413.526	0.008883801	0.003917092	NA	0.03124146	NA	0.03163146	1.208494	NA	0	NA	0.4949505	0	100	0	0	1.738993	0.04012526	43.33912	78.11955	15.9051	0.8274761	2.020404	ok	phenol groomed 10 percmax	1.64000000000033
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_10_percmed_phenol.Rdata	tree	tree	2430	1680	271	126	353	groomed	10	percmed	phenol	ratematall	-1713.092	3450.312	0.01438763	0.002480009	0.000234803	0.1054521	0.002163211	0.02023198	0.03100779	0.005241989	0.01279915	0.003182141	0.02152524	0.003536034	71.04487	7.181027	21.7741	0.07866196	0.1395918	0.5635142	58.47119	7.821835	20.3878	35.40648	ok	phenol groomed 10 percmed	11.1330000000003
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_10_percmin_phenol.Rdata	tree	tree	2430	1098	135	708	489	groomed	10	percmin	phenol	ratematall	-2418.592	4861.313	0.008901015	0.04702469	0	0.06136752	0.02047507	0.02796892	0.07341964	0.004942902	0.009131079	0.000973687	0.001757226	0.0205826	36.68395	0	63.31605	0.1511442	0.1009559	1.49713	17.88087	9.106513	11.4294	42.89357	ok	phenol groomed 10 percmin	20.5159999999996
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_1_perc0025_phenol.Rdata	tree	tree	2628	1524	182	450	472	groomed	1	perc0025	phenol	ratematall	-2208.28	4440.679	0.009884292	0.008796114	0.0006760237	0.06566153	0.007692049	0.01402291	0.04127069	0	0.00989924	0.002830471	0.003134229	0.0171584	38.38765	16.35929	45.25306	0.07073043	0.10611	0.6665767	51.66242	11.44473	19.54273	43.24679	ok	phenol groomed 1 perc0025	43.4099999999999
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_1_perc0100_phenol.Rdata	tree	tree	2628	1645	200	329	454	groomed	1	perc0100	phenol	ratematall	-2088.52	4201.159	0.01077453	0.008427939	0.0008123821	0.08133438	0.001715931	0.01169245	0.04926126	0.0004495521	0.01044435	0.0053609	0.005019231	0.0130764	36.67433	22.27278	41.05289	0.08057417	0.1218029	0.6615125	49.9629	10.5549	16.62368	42.63206	ok	phenol groomed 1 perc0100	40.4490000000005
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_1_perc0900_phenol.Rdata	tree	tree	2628	1926	486	48	168	groomed	1	perc0900	phenol	ratematall	-1640.11	3304.34	0.009518456	0.000849096	0.0002795511	0.04403545	0.001741863	0.02997345	0.06349325	0.004705553	0.004307853	0	0.09521537	0.001779016	91.70636	6.757545	1.536095	0.1898107	0.05992033	3.167718	93.92226	13.20119	13.79184	10.30988	ok	phenol groomed 1 perc0900	8.93899999999985
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_1_perc0975_phenol.Rdata	tree	tree	2628	1954	560	20	94	groomed	1	perc0975	phenol	NULL	-1459.434	2934.922	0.009393171	0.003827512	NA	0.03780922	NA	0.01886149	0.3300908	NA	0.0007561807	NA	0.1182081	0	99.72096	0	0.2790434	0.4709879	0.04795857	9.820725	75.63906	17.6458	3.022545	8.459656	ok	phenol groomed 1 perc0975	4.88499999999976
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_1_percmax_phenol.Rdata	tree	tree	2628	1967	611	7	43	groomed	1	percmax	phenol	NULL	-1296.919	2609.893	0.008656833	0.0005743507	NA	0.03126717	NA	0.2265999	0.1226865	NA	0	NA	3.084104	0	100	0	0	3.433965	0.03992401	86.01253	108.3285	3.877967	8.150855	0.3242433	ok	phenol groomed 1 percmax	12.52
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_1_percmed_phenol.Rdata	tree	tree	2628	1838	287	136	367	groomed	1	percmed	phenol	ratematall	-1819.365	3662.849	0.01244927	0.002528231	0.0005094283	0.09482313	0.003245876	0.01866434	0.03325148	0.005293299	0.01159365	0.003491337	0.02218865	0.003112299	63.42251	15.84438	20.73312	0.08063347	0.1259791	0.6400543	64.57057	8.566533	19.94478	34.73152	ok	phenol groomed 1 percmed	22.1889999999999
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_1_percmin_phenol.Rdata	tree	tree	2628	1241	148	733	506	groomed	1	percmin	phenol	ratematall	-2575.592	5175.303	0.008342611	0.0431428	0.0002199946	0.05618451	0.02000494	0.02609321	0.07557758	0.00453707	0.008772776	0.001217686	0.001687483	0.02033793	36.71486	2.97259	60.31255	0.1479388	0.09507551	1.556013	19.34034	9.776828	11.25018	43.02353	ok	phenol groomed 1 percmin	24.8289999999997
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_3_perc0025_phenol.Rdata	tree	tree	2561	1464	180	448	469	groomed	3	perc0025	phenol	ratematall	-2181.584	4387.291	0.0106759	0.008769182	0.000649982	0.07059113	0.007925424	0.01451945	0.04026573	0	0.009995368	0.002810213	0.003174706	0.0171935	39.28699	15.32662	45.38639	0.07018926	0.1119161	0.6271596	49.76346	10.74853	19.8961	43.14358	ok	phenol groomed 3 perc0025	42.9299999999994
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_3_perc0100_phenol.Rdata	tree	tree	2561	1585	198	327	451	groomed	3	perc0100	phenol	ratematall	-2067.214	4158.551	0.01165583	0.008500909	0.0007746574	0.08641977	0.001837583	0.01221538	0.04971252	0.0004013841	0.01061454	0.005167686	0.005055337	0.01332248	38.26131	20.8126	40.92608	0.08142649	0.127955	0.6363683	47.77511	9.952948	16.46675	42.47096	ok	phenol groomed 3 perc0100	38.8629999999994
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_3_perc0900_phenol.Rdata	tree	tree	2561	1865	483	47	166	groomed	3	perc0900	phenol	ratematall	-1626.109	3276.34	0.009874643	0.0007646351	0.0002893598	0.04435544	0.001999953	0.02959406	0.06470794	0.004621258	0.004340453	0	0.09424694	0.00222715	91.71532	6.852616	1.432065	0.1896029	0.06108704	3.103816	91.50271	13.16665	13.57411	10.36548	ok	phenol groomed 3 perc0900	9.17299999999977
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_tree_data_groomed_3_perc0975_phenol.Rdata	tree	tree	2561	1893	557	19	92	groomed	3	perc0975	phenol	NULL	-1444.192	2904.44	0.009577024	0.00948825	NA	0.03823175	NA	0.01826759	0.8576901	NA	0.01200984	NA	0.1204203	0	95.94037	0	4.059634	1.005866	0.05981862	16.81527	52.45138	17.69932	1.149822	8.304248	ok	phenol groomed 3 perc0975	2.01600000000008
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_3_percmax_phenol.Rdata	tree	tree	2561	1906	608	6	41	groomed	3	percmax	phenol	ratematall	-1277.972	2580.067	0	0.01734651	0.0002648993	0.0003925746	0.06480532	0.02163566	12.66545	13.40158	0	0	0.3012726	0	93.15575	6.844253	0	13.00597	0.0006574739	19781.73	56.78138	11.51628	0.03836263	3.319253	ok	phenol groomed 3 percmax	0.471000000000004
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_3_percmed_phenol.Rdata	tree	tree	2561	1777	284	135	365	groomed	3	percmed	phenol	ratematall	-1802.709	3629.54	0.01338965	0.002466185	0.0004452739	0.09904498	0.003501823	0.01900387	0.03578274	0.005037115	0.01176414	0.003049967	0.02153049	0.003886693	66.31571	13.82274	19.86155	0.08227853	0.1315807	0.6253085	61.34553	8.227021	19.01719	35.12821	ok	phenol groomed 3 percmed	20.049
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_tree_data_groomed_3_percmin_phenol.Rdata	tree	tree	2561	1181	146	731	503	groomed	3	percmin	phenol	ratematall	-2540.152	5104.426	0.008547703	0.04578925	0.0002372916	0.06163594	0.01892569	0.0268856	0.07523572	0.005537491	0.008623576	0.001228862	0.001569907	0.02056216	37.25764	3.069822	59.67253	0.1509466	0.1008355	1.496959	18.32366	9.306894	11.18608	42.80651	ok	phenol groomed 3 percmin	23.7669999999998
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_10_perc0025_woody.Rdata	compound	NA	3475	1157	299	742	1277	all	10	perc0025	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.1469654538417	23.3856570301916	34.4673775159667	NA	NA	NA	NA	NA	NA	NA	compound	woody all 10 perc0025	42.5736000000015
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_10_perc0100_woody.Rdata	compound	NA	3475	1276	438	623	1138	all	10	perc0100	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.2595410876718	14.0008447600155	18.6269749129088	NA	NA	NA	NA	NA	NA	NA	compound	woody all 10 perc0100	20.3680000000004
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_10_perc0900_woody.Rdata	compound	NA	3475	1706	1254	193	322	all	10	perc0900	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.6553524046836	0	23.3446479896458	NA	NA	NA	NA	NA	NA	NA	compound	woody all 10 perc0900	24.9296599999998
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_10_perc0975_woody.Rdata	compound	NA	3475	1785	1390	114	186	all	10	perc0975	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.1724404877105	0	22.8275595122895	NA	NA	NA	NA	NA	NA	NA	compound	woody all 10 perc0975	17.23236
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_10_percmax_woody.Rdata	compound	NA	3475	1855	1474	44	102	all	10	percmax	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.7024254402942	0	5.29757590478034	NA	NA	NA	NA	NA	NA	NA	compound	woody all 10 percmax	12.8071400000008
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_10_percmed_woody.Rdata	compound	NA	3475	1503	772	396	804	all	10	percmed	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.3419341252177	0	15.658065202245	NA	NA	NA	NA	NA	NA	NA	compound	woody all 10 percmed	22.3733999999986
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_10_percmin_woody.Rdata	compound	NA	3475	942	191	957	1385	all	10	percmin	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.4555421879234	11.2905970582543	60.2538607538223	NA	NA	NA	NA	NA	NA	NA	compound	woody all 10 percmin	53.2089999999989
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_1_perc0025_woody.Rdata	compound	NA	4073	1468	368	865	1372	all	1	perc0025	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.7411624659423	24.6124169818359	41.6464205522219	NA	NA	NA	NA	NA	NA	NA	compound	woody all 1 perc0025	56.8485999999975
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_1_perc0100_woody.Rdata	compound	NA	4073	1595	509	738	1231	all	1	perc0100	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.0388697940318	15.0533892442426	27.9077409617256	NA	NA	NA	NA	NA	NA	NA	compound	woody all 1 perc0100	22.867000000002
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_1_perc0900_woody.Rdata	compound	NA	4073	2077	1352	256	388	all	1	perc0900	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.4048355619527	0	27.3669447212131	NA	NA	NA	NA	NA	NA	NA	compound	woody all 1 perc0900	34.5417999999991
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_1_perc0975_woody.Rdata	compound	NA	4073	2163	1489	170	251	all	1	perc0975	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.0879231560169	0	23.9120768439831	NA	NA	NA	NA	NA	NA	NA	compound	woody all 1 perc0975	25.3571400000001
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_1_percmax_woody.Rdata	compound	NA	4073	2235	1574	98	166	all	1	percmax	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.8942588387934	0	25.1143313039248	NA	NA	NA	NA	NA	NA	NA	compound	woody all 1 percmax	36.1309599999986
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_1_percmed_woody.Rdata	compound	NA	4073	1850	857	483	883	all	1	percmed	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7307017823549	0	18.2692991701265	NA	NA	NA	NA	NA	NA	NA	compound	woody all 1 percmed	26.0125999999982
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_1_percmin_woody.Rdata	compound	NA	4073	1250	259	1083	1481	all	1	percmin	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.6955616777489	11.7808920272462	61.5235462950049	NA	NA	NA	NA	NA	NA	NA	compound	woody all 1 percmin	49.6057999999975
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_3_perc0025_woody.Rdata	compound	NA	3822	1315	346	818	1343	all	3	perc0025	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.9631057899321	28.822504647274	37.2143895627939	NA	NA	NA	NA	NA	NA	NA	compound	woody all 3 perc0025	58.3114000000005
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_3_perc0100_woody.Rdata	compound	NA	3822	1442	487	691	1202	all	3	perc0100	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.5329212018812	14.9820179672531	23.4850614405156	NA	NA	NA	NA	NA	NA	NA	compound	woody all 3 perc0100	0.851800000000367
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_3_perc0900_woody.Rdata	compound	NA	3822	1914	1328	219	361	all	3	perc0900	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.477274574116	0	25.0384792360216	NA	NA	NA	NA	NA	NA	NA	compound	woody all 3 perc0900	29.1923599999991
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_3_perc0975_woody.Rdata	compound	NA	3822	2000	1465	133	224	all	3	perc0975	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73.1368671381292	0	26.8631328618708	NA	NA	NA	NA	NA	NA	NA	compound	woody all 3 perc0975	19.5604000000003
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_3_percmax_woody.Rdata	compound	NA	3822	2072	1550	61	139	all	3	percmax	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.2953902821808	0	4.20293984093364	NA	NA	NA	NA	NA	NA	NA	compound	woody all 3 percmax	37.4098400000003
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_all_3_percmed_woody.Rdata	compound	NA	3822	1690	834	443	855	all	3	percmed	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.0892170876154	0	18.9107835781223	NA	NA	NA	NA	NA	NA	NA	compound	woody all 3 percmed	23.8914000000004
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_all_3_percmin_woody.Rdata	compound	NA	3822	1097	237	1036	1452	all	3	percmin	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.2912364863264	16.5262867531789	58.1824701863787	NA	NA	NA	NA	NA	NA	NA	compound	woody all 3 percmin	44.2921999999999
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_groomed_10_perc0025_woody.Rdata	compound	NA	3475	1155	291	744	1285	groomed	10	perc0025	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.9195640603832	21.8865637942713	33.0812376137023	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 10 perc0025	62.8921999999984
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_groomed_10_perc0100_woody.Rdata	compound	NA	3475	1273	420	626	1156	groomed	10	perc0100	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.0931811931488	15.9740609638088	19.8201233113993	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 10 perc0100	34.0817999999999
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_groomed_10_perc0900_woody.Rdata	compound	NA	3475	1696	1235	203	341	groomed	10	perc0900	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.1455669392297	0	22.8544311877056	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 10 perc0900	20.9194199999984
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_groomed_10_perc0975_woody.Rdata	compound	NA	3475	1790	1377	109	199	groomed	10	perc0975	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.8555653415909	0	5.14443426407974	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 10 perc0975	28.3343600000026
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_groomed_10_percmax_woody.Rdata	compound	NA	3475	1854	1474	45	102	groomed	10	percmax	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.7099208680085	0	5.29008081333462	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 10 percmax	13.5371399999995
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_groomed_10_percmed_woody.Rdata	compound	NA	3475	1503	715	396	861	groomed	10	percmed	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.1552779659377	0	24.7320858210761	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 10 percmed	8.06400000000031
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_groomed_10_percmin_woody.Rdata	compound	NA	3475	946	191	953	1385	groomed	10	percmin	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.7583132620476	11.2674854122315	59.9741973824269	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 10 percmin	54.9050000000007
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_groomed_1_perc0025_woody.Rdata	compound	NA	4073	1466	360	867	1380	groomed	1	perc0025	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.5761932890042	26.3721147575414	42.0516919534544	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 1 perc0025	90.0453999999991
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_ratematall_asterids_data_groomed_1_perc0100_woody.Rdata	compound	NA	4073	1593	491	740	1249	groomed	1	perc0100	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.6499706033085	17.9671722348362	26.3828571618553	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 1 perc0100	34.8705999999984
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_groomed_1_perc0900_woody.Rdata	compound	NA	4073	2068	1333	265	407	groomed	1	perc0900	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.9930618439831	0	27.786043997324	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 1 perc0900	22.4452000000001
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_groomed_1_perc0975_woody.Rdata	compound	NA	4073	2169	1475	164	265	groomed	1	perc0975	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.397627340253	0	21.602372659747	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 1 perc0975	15.5551999999989
./intermediate_results/07_FilesResultsClimateScoringSensitivity/corHMM_result_NULL_asterids_data_groomed_1_percmax_woody.Rdata	compound	NA	4073	2234	1573	99	167	groomed	1	percmax	woody	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.8942588387934	0	24.8430216574765	NA	NA	NA	NA	NA	NA	NA	compound	woody groomed 1 percmax	36.3492400000014
